route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,brigade
PKS,1,"1_500016^Y+","Żabinko/",1,69275,0,115
PKS,1,"1_500019^Y+","Żabinko/",1,69275,0,115
PKS,1,"1_500021^Y+","Żabinko/",1,69275,0,115
PKS,1,"1_500024^Y+","Żabinko/",1,69275,0,116
PKS,1,"1_500036^Y+","Żabinko/",1,69275,0,245
PKS,1,"1_500038^Y+","Żabinko/",1,69275,0,312
PKS,1,"1_500040^Y+","Żabinko/",1,69275,0,349
PKS,1,"1_500015^Y+","Poznań Główny",0,69276,0,115
PKS,1,"1_500020^Y+","Poznań Główny",0,69276,0,115
PKS,1,"1_500022^Y+","Poznań Główny",0,69276,0,115
PKS,1,"1_500023^Y+","Poznań Główny",0,69276,0,116
PKS,1,"1_500029^Y+","Poznań Główny",0,69276,0,207
PKS,1,"1_500037^Y+","Poznań Główny",0,69276,0,312
PKS,1,"1_500039^Y+","Poznań Główny",0,69276,0,349
PKS,1,"1_500018^Y","Żabinko/",1,69288,0,115
PKS,1,"1_500035^Y","Żabinko/",1,69288,0,230
PKS,1,"1_500044^Y","Żabinko/",1,69288,0,918
PKS,1,"1_500046^Y","Żabinko/",1,69288,0,918
PKS,1,"1_500027^A,Y","Radzewice/II",1,69289,0,158
PKS,1,"1_500028^A,Y","Radzewice/II",1,69289,0,158
PKS,1,"1_500031^A,Y","Radzewice/II",1,69290,0,218
PKS,1,"1_500033^A,Y","Radzewice/II",1,69290,0,219
PKS,1,"1_500017^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,115
PKS,1,"1_500034^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,230
PKS,1,"1_500043^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,918
PKS,1,"1_500045^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,918
PKS,1,"1_500025^Y","Poznań Główny",0,69292,0,158
PKS,1,"1_500026^Y","Poznań Główny",0,69292,0,158
PKS,1,"1_500030^Y","Poznań Główny",0,69293,0,218
PKS,1,"1_500032^Y","Poznań Główny",0,69293,0,219
PKS,1,"1_500041^B,Y","Dymaczewo Nowe/",0,69294,0,402
PKS,1,"1_500042^B,Y","Dymaczewo Nowe/",0,69294,0,402
PKS,3,"3_1319844^Y+","Żabinko/",1,219582,0,115
PKS,5,"5_500183^Y+","Żabinko/",1,69275,0,115
PKS,5,"5_500186^Y+","Żabinko/",1,69275,0,115
PKS,5,"5_500188^Y+","Żabinko/",1,69275,0,115
PKS,5,"5_500191^Y+","Żabinko/",1,69275,0,116
PKS,5,"5_500203^Y+","Żabinko/",1,69275,0,245
PKS,5,"5_500205^Y+","Żabinko/",1,69275,0,312
PKS,5,"5_500207^Y+","Żabinko/",1,69275,0,349
PKS,5,"5_500182^Y+","Poznań Główny",0,69276,0,115
PKS,5,"5_500187^Y+","Poznań Główny",0,69276,0,115
PKS,5,"5_500189^Y+","Poznań Główny",0,69276,0,115
PKS,5,"5_500190^Y+","Poznań Główny",0,69276,0,116
PKS,5,"5_500196^Y+","Poznań Główny",0,69276,0,207
PKS,5,"5_500204^Y+","Poznań Główny",0,69276,0,312
PKS,5,"5_500206^Y+","Poznań Główny",0,69276,0,349
PKS,5,"5_500185^Y","Żabinko/",1,69288,0,115
PKS,5,"5_500202^Y","Żabinko/",1,69288,0,230
PKS,5,"5_500211^Y","Żabinko/",1,69288,0,918
PKS,5,"5_500213^Y","Żabinko/",1,69288,0,918
PKS,5,"5_500194^A,Y","Radzewice/II",1,69289,0,158
PKS,5,"5_500195^A,Y","Radzewice/II",1,69289,0,158
PKS,5,"5_500198^A,Y","Radzewice/II",1,69290,0,218
PKS,5,"5_500200^A,Y","Radzewice/II",1,69290,0,219
PKS,5,"5_500184^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,115
PKS,5,"5_500201^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,230
PKS,5,"5_500210^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,918
PKS,5,"5_500212^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,918
PKS,5,"5_500192^Y","Poznań Główny",0,69292,0,158
PKS,5,"5_500193^Y","Poznań Główny",0,69292,0,158
PKS,5,"5_500197^Y","Poznań Główny",0,69293,0,218
PKS,5,"5_500199^Y","Poznań Główny",0,69293,0,219
PKS,5,"5_500208^B,Y","Dymaczewo Nowe/",0,69294,0,402
PKS,5,"5_500209^B,Y","Dymaczewo Nowe/",0,69294,0,402
PKS,7,"7_500305^Y+","Żabinko/",1,69275,0,115
PKS,7,"7_500308^Y+","Żabinko/",1,69275,0,115
PKS,7,"7_500310^Y+","Żabinko/",1,69275,0,115
PKS,7,"7_500313^Y+","Żabinko/",1,69275,0,116
PKS,7,"7_500325^Y+","Żabinko/",1,69275,0,245
PKS,7,"7_500327^Y+","Żabinko/",1,69275,0,312
PKS,7,"7_500329^Y+","Żabinko/",1,69275,0,349
PKS,7,"7_500304^Y+","Poznań Główny",0,69276,0,115
PKS,7,"7_500309^Y+","Poznań Główny",0,69276,0,115
PKS,7,"7_500311^Y+","Poznań Główny",0,69276,0,115
PKS,7,"7_500312^Y+","Poznań Główny",0,69276,0,116
PKS,7,"7_500318^Y+","Poznań Główny",0,69276,0,207
PKS,7,"7_500326^Y+","Poznań Główny",0,69276,0,312
PKS,7,"7_500328^Y+","Poznań Główny",0,69276,0,349
PKS,7,"7_500307^Y","Żabinko/",1,69288,0,115
PKS,7,"7_500324^Y","Żabinko/",1,69288,0,230
PKS,7,"7_500333^Y","Żabinko/",1,69288,0,918
PKS,7,"7_500335^Y","Żabinko/",1,69288,0,918
PKS,7,"7_500316^A,Y","Radzewice/II",1,69289,0,158
PKS,7,"7_500317^A,Y","Radzewice/II",1,69289,0,158
PKS,7,"7_500320^A,Y","Radzewice/II",1,69290,0,218
PKS,7,"7_500322^A,Y","Radzewice/II",1,69290,0,219
PKS,7,"7_500306^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,115
PKS,7,"7_500323^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,230
PKS,7,"7_500332^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,918
PKS,7,"7_500334^A,Y","Mosina/Dworzec Kolejowy",0,69291,0,918
PKS,7,"7_500314^Y","Poznań Główny",0,69292,0,158
PKS,7,"7_500315^Y","Poznań Główny",0,69292,0,158
PKS,7,"7_500319^Y","Poznań Główny",0,69293,0,218
PKS,7,"7_500321^Y","Poznań Główny",0,69293,0,219
PKS,7,"7_500330^B,Y","Dymaczewo Nowe/",0,69294,0,402
PKS,7,"7_500331^B,Y","Dymaczewo Nowe/",0,69294,0,402
T8,3,"3_2101346^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101347^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101348^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101349^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101350^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101351^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101352^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101353^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101354^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101355^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101356^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101357^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101358^+","Rondo Śródka",1,342028,0,1
T8,3,"3_2101363^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101364^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101365^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101366^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101367^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101368^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101369^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101370^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101371^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101372^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101373^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101374^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101375^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101376^+","Rondo Śródka",1,342028,0,2
T8,3,"3_2101381^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101382^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101383^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101384^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101385^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101386^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101387^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101388^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101389^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101390^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101391^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101392^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101393^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101394^+","Rondo Śródka",1,342028,0,3
T8,3,"3_2101399^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101400^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101401^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101402^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101403^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101404^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101405^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101406^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101407^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101408^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101409^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101410^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101411^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101412^+","Rondo Śródka",1,342028,0,4
T8,3,"3_2101417^+","Rondo Śródka",1,342028,0,5
T8,3,"3_2101418^+","Rondo Śródka",1,342028,0,5
T8,3,"3_2101438^+","Rondo Śródka",1,342028,0,6
0,4,"4_2068241^H+","27 Grudnia - Teatr Polski",1,339270,0,1
0,4,"4_2068242^H+","27 Grudnia - Teatr Polski",1,339270,0,1
0,4,"4_2068243^H+","27 Grudnia - Teatr Polski",1,339270,0,1
0,4,"4_2068244^H+","27 Grudnia - Teatr Polski",1,339270,0,1
0,4,"4_2068245^H+","27 Grudnia - Teatr Polski",1,339270,0,1
1,1,"1_2075084^N+","Franowo",0,339310,1,1
1,1,"1_2075086^N+","Franowo",0,339310,1,1
1,1,"1_2075088^N+","Franowo",0,339310,1,1
1,1,"1_2075090^N+","Franowo",0,339310,1,1
1,1,"1_2075092^N+","Franowo",0,339310,1,1
1,1,"1_2075094^N+","Franowo",0,339310,1,1
1,1,"1_2075096^N+","Franowo",0,339310,1,1
1,1,"1_2075098^N+","Franowo",0,339310,1,1
1,1,"1_2075100^N+","Franowo",0,339310,1,1
1,1,"1_2075102^N+","Franowo",0,339310,1,1
1,1,"1_2075108^N+","Franowo",0,339310,1,10
1,1,"1_2075110^N+","Franowo",0,339310,1,10
1,1,"1_2075112^N+","Franowo",0,339310,1,10
1,1,"1_2075114^N+","Franowo",0,339310,1,10
1,1,"1_2075116^N+","Franowo",0,339310,1,10
1,1,"1_2075118^N+","Franowo",0,339310,1,10
1,1,"1_2075120^N+","Franowo",0,339310,1,10
1,1,"1_2075122^N+","Franowo",0,339310,1,10
1,1,"1_2075124^N+","Franowo",0,339310,1,10
1,1,"1_2075126^N+","Franowo",0,339310,1,10
1,1,"1_2075133^+","Franowo",0,339310,0,11
1,1,"1_2075135^+","Franowo",0,339310,0,11
1,1,"1_2075143^N+","Franowo",0,339310,1,12
1,1,"1_2075145^N+","Franowo",0,339310,1,12
1,1,"1_2075147^N+","Franowo",0,339310,1,12
1,1,"1_2075149^N+","Franowo",0,339310,1,12
1,1,"1_2075151^N+","Franowo",0,339310,1,12
1,1,"1_2075153^N+","Franowo",0,339310,1,12
1,1,"1_2075155^N+","Franowo",0,339310,1,12
1,1,"1_2075157^N+","Franowo",0,339310,1,12
1,1,"1_2075159^N+","Franowo",0,339310,1,12
1,1,"1_2075161^N+","Franowo",0,339310,1,12
1,1,"1_2075167^+","Franowo",0,339310,0,13
1,1,"1_2075169^+","Franowo",0,339310,0,13
1,1,"1_2075171^+","Franowo",0,339310,0,13
1,1,"1_2075179^N+","Franowo",0,339310,1,14
1,1,"1_2075181^N+","Franowo",0,339310,1,14
1,1,"1_2075183^N+","Franowo",0,339310,1,14
1,1,"1_2075185^N+","Franowo",0,339310,1,14
1,1,"1_2075187^N+","Franowo",0,339310,1,14
1,1,"1_2075189^N+","Franowo",0,339310,1,14
1,1,"1_2075191^N+","Franowo",0,339310,1,14
1,1,"1_2075193^N+","Franowo",0,339310,1,14
1,1,"1_2075195^N+","Franowo",0,339310,1,14
1,1,"1_2075197^N+","Franowo",0,339310,1,14
1,1,"1_2075203^+","Franowo",0,339310,0,15
1,1,"1_2075205^+","Franowo",0,339310,0,15
1,1,"1_2075224^+","Franowo",0,339310,0,2
1,1,"1_2075226^+","Franowo",0,339310,0,2
1,1,"1_2075228^+","Franowo",0,339310,0,2
1,1,"1_2075234^N+","Franowo",0,339310,1,3
1,1,"1_2075236^N+","Franowo",0,339310,1,3
1,1,"1_2075238^N+","Franowo",0,339310,1,3
1,1,"1_2075240^N+","Franowo",0,339310,1,3
1,1,"1_2075242^N+","Franowo",0,339310,1,3
1,1,"1_2075244^N+","Franowo",0,339310,1,3
1,1,"1_2075246^N+","Franowo",0,339310,1,3
1,1,"1_2075252^+","Franowo",0,339310,0,4
1,1,"1_2075254^+","Franowo",0,339310,0,4
1,1,"1_2075256^+","Franowo",0,339310,0,4
1,1,"1_2075262^+","Franowo",0,339310,0,6
1,1,"1_2075264^+","Franowo",0,339310,0,6
1,1,"1_2075266^+","Franowo",0,339310,0,6
1,1,"1_2075273^N+","Franowo",0,339310,1,7
1,1,"1_2075275^N+","Franowo",0,339310,1,7
1,1,"1_2075277^N+","Franowo",0,339310,1,7
1,1,"1_2075279^N+","Franowo",0,339310,1,7
1,1,"1_2075281^N+","Franowo",0,339310,1,7
1,1,"1_2075283^N+","Franowo",0,339310,1,7
1,1,"1_2075285^N+","Franowo",0,339310,1,7
1,1,"1_2075287^N+","Franowo",0,339310,1,7
1,1,"1_2075289^N+","Franowo",0,339310,1,7
1,1,"1_2075291^N+","Franowo",0,339310,1,7
1,1,"1_2075298^+","Franowo",0,339310,0,8
1,1,"1_2075300^+","Franowo",0,339310,0,8
1,1,"1_2075308^+","Franowo",0,339310,0,9
1,1,"1_2075310^+","Franowo",0,339310,0,9
1,1,"1_2075312^+","Franowo",0,339310,0,9
1,1,"1_2075314^+","Franowo",0,339310,0,9
1,1,"1_2077477^N+","Franowo",0,339310,1,5
1,1,"1_2077479^N+","Franowo",0,339310,1,5
1,1,"1_2077481^N+","Franowo",0,339310,1,5
1,1,"1_2077483^N+","Franowo",0,339310,1,5
1,1,"1_2077485^N+","Franowo",0,339310,1,5
1,1,"1_2077487^N+","Franowo",0,339310,1,5
1,1,"1_2077489^N+","Franowo",0,339310,1,5
1,1,"1_2077491^N+","Franowo",0,339310,1,5
1,1,"1_2075083^N+","Junikowo",1,339311,1,1
1,1,"1_2075085^N+","Junikowo",1,339311,1,1
1,1,"1_2075087^N+","Junikowo",1,339311,1,1
1,1,"1_2075089^N+","Junikowo",1,339311,1,1
1,1,"1_2075091^N+","Junikowo",1,339311,1,1
1,1,"1_2075093^N+","Junikowo",1,339311,1,1
1,1,"1_2075095^N+","Junikowo",1,339311,1,1
1,1,"1_2075097^N+","Junikowo",1,339311,1,1
1,1,"1_2075099^N+","Junikowo",1,339311,1,1
1,1,"1_2075101^N+","Junikowo",1,339311,1,1
1,1,"1_2075107^N+","Junikowo",1,339311,1,10
1,1,"1_2075109^N+","Junikowo",1,339311,1,10
1,1,"1_2075111^N+","Junikowo",1,339311,1,10
1,1,"1_2075113^N+","Junikowo",1,339311,1,10
1,1,"1_2075115^N+","Junikowo",1,339311,1,10
1,1,"1_2075117^N+","Junikowo",1,339311,1,10
1,1,"1_2075119^N+","Junikowo",1,339311,1,10
1,1,"1_2075121^N+","Junikowo",1,339311,1,10
1,1,"1_2075123^N+","Junikowo",1,339311,1,10
1,1,"1_2075125^N+","Junikowo",1,339311,1,10
1,1,"1_2075132^+","Junikowo",1,339311,0,11
1,1,"1_2075134^+","Junikowo",1,339311,0,11
1,1,"1_2075136^+","Junikowo",1,339311,0,11
1,1,"1_2075142^N+","Junikowo",1,339311,1,12
1,1,"1_2075144^N+","Junikowo",1,339311,1,12
1,1,"1_2075146^N+","Junikowo",1,339311,1,12
1,1,"1_2075148^N+","Junikowo",1,339311,1,12
1,1,"1_2075150^N+","Junikowo",1,339311,1,12
1,1,"1_2075152^N+","Junikowo",1,339311,1,12
1,1,"1_2075154^N+","Junikowo",1,339311,1,12
1,1,"1_2075156^N+","Junikowo",1,339311,1,12
1,1,"1_2075158^N+","Junikowo",1,339311,1,12
1,1,"1_2075160^N+","Junikowo",1,339311,1,12
1,1,"1_2075168^+","Junikowo",1,339311,0,13
1,1,"1_2075170^+","Junikowo",1,339311,0,13
1,1,"1_2075172^+","Junikowo",1,339311,0,13
1,1,"1_2075178^N+","Junikowo",1,339311,1,14
1,1,"1_2075180^N+","Junikowo",1,339311,1,14
1,1,"1_2075182^N+","Junikowo",1,339311,1,14
1,1,"1_2075184^N+","Junikowo",1,339311,1,14
1,1,"1_2075186^N+","Junikowo",1,339311,1,14
1,1,"1_2075188^N+","Junikowo",1,339311,1,14
1,1,"1_2075190^N+","Junikowo",1,339311,1,14
1,1,"1_2075192^N+","Junikowo",1,339311,1,14
1,1,"1_2075194^N+","Junikowo",1,339311,1,14
1,1,"1_2075196^N+","Junikowo",1,339311,1,14
1,1,"1_2075202^+","Junikowo",1,339311,0,15
1,1,"1_2075204^+","Junikowo",1,339311,0,15
1,1,"1_2075206^+","Junikowo",1,339311,0,15
1,1,"1_2075225^+","Junikowo",1,339311,0,2
1,1,"1_2075227^+","Junikowo",1,339311,0,2
1,1,"1_2075233^N+","Junikowo",1,339311,1,3
1,1,"1_2075235^N+","Junikowo",1,339311,1,3
1,1,"1_2075237^N+","Junikowo",1,339311,1,3
1,1,"1_2075239^N+","Junikowo",1,339311,1,3
1,1,"1_2075241^N+","Junikowo",1,339311,1,3
1,1,"1_2075243^N+","Junikowo",1,339311,1,3
1,1,"1_2075245^N+","Junikowo",1,339311,1,3
1,1,"1_2075253^+","Junikowo",1,339311,0,4
1,1,"1_2075255^+","Junikowo",1,339311,0,4
1,1,"1_2075261^+","Junikowo",1,339311,0,6
1,1,"1_2075263^+","Junikowo",1,339311,0,6
1,1,"1_2075265^+","Junikowo",1,339311,0,6
1,1,"1_2075272^N+","Junikowo",1,339311,1,7
1,1,"1_2075274^N+","Junikowo",1,339311,1,7
1,1,"1_2075276^N+","Junikowo",1,339311,1,7
1,1,"1_2075278^N+","Junikowo",1,339311,1,7
1,1,"1_2075280^N+","Junikowo",1,339311,1,7
1,1,"1_2075282^N+","Junikowo",1,339311,1,7
1,1,"1_2075284^N+","Junikowo",1,339311,1,7
1,1,"1_2075286^N+","Junikowo",1,339311,1,7
1,1,"1_2075288^N+","Junikowo",1,339311,1,7
1,1,"1_2075290^N+","Junikowo",1,339311,1,7
1,1,"1_2075297^+","Junikowo",1,339311,0,8
1,1,"1_2075299^+","Junikowo",1,339311,0,8
1,1,"1_2075301^+","Junikowo",1,339311,0,8
1,1,"1_2075309^+","Junikowo",1,339311,0,9
1,1,"1_2075311^+","Junikowo",1,339311,0,9
1,1,"1_2075313^+","Junikowo",1,339311,0,9
1,1,"1_2077476^N+","Junikowo",1,339311,1,5
1,1,"1_2077478^N+","Junikowo",1,339311,1,5
1,1,"1_2077480^N+","Junikowo",1,339311,1,5
1,1,"1_2077482^N+","Junikowo",1,339311,1,5
1,1,"1_2077484^N+","Junikowo",1,339311,1,5
1,1,"1_2077486^N+","Junikowo",1,339311,1,5
1,1,"1_2077488^N+","Junikowo",1,339311,1,5
1,1,"1_2077490^N+","Junikowo",1,339311,1,5
1,1,"1_2075131","Franowo",0,339348,0,11
1,1,"1_2075212^N","Franowo",0,339348,1,16
1,1,"1_2075296","Franowo",0,339348,0,8
1,1,"1_2075166","Junikowo",1,339349,0,13
1,1,"1_2075307","Junikowo",1,339349,0,9
1,1,"1_2075223","Junikowo",1,339353,0,2
1,1,"1_2075251","Junikowo",1,339353,0,4
1,1,"1_2075137^G","Głogowska/Hetmańska",0,339354,0,11
1,1,"1_2075173^G","Głogowska/Hetmańska",0,339354,0,13
1,1,"1_2075302^G","Głogowska/Hetmańska",0,339354,0,8
1,1,"1_2075207^S","Starołęka PKM",0,339355,0,15
1,1,"1_2075315^G","Głogowska/Hetmańska",1,339356,0,9
1,1,"1_2075267^S","Starołęka PKM",1,339357,0,6
1,3,"3_2065316^N+","Franowo",0,338428,1,1
1,3,"3_2065318^N+","Franowo",0,338428,1,1
1,3,"3_2065320^N+","Franowo",0,338428,1,1
1,3,"3_2065322^N+","Franowo",0,338428,1,1
1,3,"3_2065324^N+","Franowo",0,338428,1,1
1,3,"3_2065326^N+","Franowo",0,338428,1,1
1,3,"3_2065328^N+","Franowo",0,338428,1,1
1,3,"3_2065330^N+","Franowo",0,338428,1,1
1,3,"3_2065332^N+","Franowo",0,338428,1,1
1,3,"3_2065338^N+","Franowo",0,338428,1,2
1,3,"3_2065340^N+","Franowo",0,338428,1,2
1,3,"3_2065342^N+","Franowo",0,338428,1,2
1,3,"3_2065344^N+","Franowo",0,338428,1,2
1,3,"3_2065346^N+","Franowo",0,338428,1,2
1,3,"3_2065348^N+","Franowo",0,338428,1,2
1,3,"3_2065350^N+","Franowo",0,338428,1,2
1,3,"3_2065352^N+","Franowo",0,338428,1,2
1,3,"3_2065354^N+","Franowo",0,338428,1,2
1,3,"3_2065356^N+","Franowo",0,338428,1,2
1,3,"3_2065362^N+","Franowo",0,338428,1,3
1,3,"3_2065364^N+","Franowo",0,338428,1,3
1,3,"3_2065366^N+","Franowo",0,338428,1,3
1,3,"3_2065368^N+","Franowo",0,338428,1,3
1,3,"3_2065370^N+","Franowo",0,338428,1,3
1,3,"3_2065372^N+","Franowo",0,338428,1,3
1,3,"3_2065374^N+","Franowo",0,338428,1,3
1,3,"3_2065376^N+","Franowo",0,338428,1,3
1,3,"3_2065378^N+","Franowo",0,338428,1,3
1,3,"3_2065380^N+","Franowo",0,338428,1,3
1,3,"3_2065386^N+","Franowo",0,338428,1,4
1,3,"3_2065388^N+","Franowo",0,338428,1,4
1,3,"3_2065390^N+","Franowo",0,338428,1,4
1,3,"3_2065392^N+","Franowo",0,338428,1,4
1,3,"3_2065394^N+","Franowo",0,338428,1,4
1,3,"3_2065396^N+","Franowo",0,338428,1,4
1,3,"3_2065398^N+","Franowo",0,338428,1,4
1,3,"3_2065400^N+","Franowo",0,338428,1,4
1,3,"3_2065402^N+","Franowo",0,338428,1,4
1,3,"3_2065408^N+","Franowo",0,338428,1,5
1,3,"3_2065410^N+","Franowo",0,338428,1,5
1,3,"3_2065412^N+","Franowo",0,338428,1,5
1,3,"3_2065414^N+","Franowo",0,338428,1,5
1,3,"3_2065416^N+","Franowo",0,338428,1,5
1,3,"3_2065418^N+","Franowo",0,338428,1,5
1,3,"3_2065420^N+","Franowo",0,338428,1,5
1,3,"3_2065422^N+","Franowo",0,338428,1,5
1,3,"3_2065424^N+","Franowo",0,338428,1,5
1,3,"3_2065430^N+","Franowo",0,338428,1,6
1,3,"3_2065432^N+","Franowo",0,338428,1,6
1,3,"3_2065434^N+","Franowo",0,338428,1,6
1,3,"3_2065436^N+","Franowo",0,338428,1,6
1,3,"3_2065438^N+","Franowo",0,338428,1,6
1,3,"3_2065440^N+","Franowo",0,338428,1,6
1,3,"3_2065442^N+","Franowo",0,338428,1,6
1,3,"3_2065444^N+","Franowo",0,338428,1,6
1,3,"3_2065446^N+","Franowo",0,338428,1,6
1,3,"3_2065452^N+","Franowo",0,338428,1,7
1,3,"3_2065315^N+","Junikowo",1,338429,1,1
1,3,"3_2065317^N+","Junikowo",1,338429,1,1
1,3,"3_2065319^N+","Junikowo",1,338429,1,1
1,3,"3_2065321^N+","Junikowo",1,338429,1,1
1,3,"3_2065323^N+","Junikowo",1,338429,1,1
1,3,"3_2065325^N+","Junikowo",1,338429,1,1
1,3,"3_2065327^N+","Junikowo",1,338429,1,1
1,3,"3_2065329^N+","Junikowo",1,338429,1,1
1,3,"3_2065331^N+","Junikowo",1,338429,1,1
1,3,"3_2065337^N+","Junikowo",1,338429,1,2
1,3,"3_2065339^N+","Junikowo",1,338429,1,2
1,3,"3_2065341^N+","Junikowo",1,338429,1,2
1,3,"3_2065343^N+","Junikowo",1,338429,1,2
1,3,"3_2065345^N+","Junikowo",1,338429,1,2
1,3,"3_2065347^N+","Junikowo",1,338429,1,2
1,3,"3_2065349^N+","Junikowo",1,338429,1,2
1,3,"3_2065351^N+","Junikowo",1,338429,1,2
1,3,"3_2065353^N+","Junikowo",1,338429,1,2
1,3,"3_2065355^N+","Junikowo",1,338429,1,2
1,3,"3_2065361^N+","Junikowo",1,338429,1,3
1,3,"3_2065363^N+","Junikowo",1,338429,1,3
1,3,"3_2065365^N+","Junikowo",1,338429,1,3
1,3,"3_2065367^N+","Junikowo",1,338429,1,3
1,3,"3_2065369^N+","Junikowo",1,338429,1,3
1,3,"3_2065371^N+","Junikowo",1,338429,1,3
1,3,"3_2065373^N+","Junikowo",1,338429,1,3
1,3,"3_2065375^N+","Junikowo",1,338429,1,3
1,3,"3_2065377^N+","Junikowo",1,338429,1,3
1,3,"3_2065379^N+","Junikowo",1,338429,1,3
1,3,"3_2065385^N+","Junikowo",1,338429,1,4
1,3,"3_2065387^N+","Junikowo",1,338429,1,4
1,3,"3_2065389^N+","Junikowo",1,338429,1,4
1,3,"3_2065391^N+","Junikowo",1,338429,1,4
1,3,"3_2065393^N+","Junikowo",1,338429,1,4
1,3,"3_2065395^N+","Junikowo",1,338429,1,4
1,3,"3_2065397^N+","Junikowo",1,338429,1,4
1,3,"3_2065399^N+","Junikowo",1,338429,1,4
1,3,"3_2065401^N+","Junikowo",1,338429,1,4
1,3,"3_2065407^N+","Junikowo",1,338429,1,5
1,3,"3_2065409^N+","Junikowo",1,338429,1,5
1,3,"3_2065411^N+","Junikowo",1,338429,1,5
1,3,"3_2065413^N+","Junikowo",1,338429,1,5
1,3,"3_2065415^N+","Junikowo",1,338429,1,5
1,3,"3_2065417^N+","Junikowo",1,338429,1,5
1,3,"3_2065419^N+","Junikowo",1,338429,1,5
1,3,"3_2065421^N+","Junikowo",1,338429,1,5
1,3,"3_2065423^N+","Junikowo",1,338429,1,5
1,3,"3_2065429^N+","Junikowo",1,338429,1,6
1,3,"3_2065431^N+","Junikowo",1,338429,1,6
1,3,"3_2065433^N+","Junikowo",1,338429,1,6
1,3,"3_2065435^N+","Junikowo",1,338429,1,6
1,3,"3_2065437^N+","Junikowo",1,338429,1,6
1,3,"3_2065439^N+","Junikowo",1,338429,1,6
1,3,"3_2065441^N+","Junikowo",1,338429,1,6
1,3,"3_2065443^N+","Junikowo",1,338429,1,6
1,3,"3_2065445^N+","Junikowo",1,338429,1,6
1,3,"3_2065451^N","Junikowo",1,338468,1,7
1,4,"4_2068251^N+","Franowo",0,338428,1,1
